client_id,recommended_strategy,forecasted_value_year_1,forecasted_value_year_2,forecasted_value_year_3
9a54770b-3231-4732-908b-c0a6783425af,Aggressive,94517.71228242306,109597.94537337561,113668.74914849804
5b63951e-cd39-4d24-8107-37b96872826a,Balanced,33543.835705771024,52377.445881421656,105928.78804773776
1bf91aa3-9c2d-44c8-bffa-2f36a98fc2b9,Conservative,115119.68380600499,123688.13712555321,129080.35260104675
386de91b-3783-451d-b25a-da29302dd1db,Conservative,69409.22702316944,98860.15349620124,100665.12314510584
30ebae4a-ef30-4c77-96ae-e7f0fabc6ed2,Aggressive,21468.372168300055,111006.61181624843,143050.24421437853
c5acd8d9-f563-4809-bafa-c614a9fa86b7,Aggressive,32530.696811413938,106286.4257581328,130911.01444263726
e3c4c565-3017-46cf-adb3-1a2d33fd278f,Balanced,77531.92390170426,80721.80861206698,127282.82522618711
df05a695-db52-4b55-9e75-1b62e5dbac22,Conservative,57319.44357927081,98775.17434816691,101177.25879264866
85c545f0-8da4-4aae-9ea4-5635c726f05c,Conservative,83627.99082121995,113938.45613932628,135427.94612830871
b6cfccc1-522d-488b-a6c8-8b71f79d49fa,Conservative,72064.84688616832,94673.05444271544,104476.07392039459
b82e27fc-1a0a-4538-ac9f-b8722d9da39a,Balanced,29478.32252193922,96329.54983129477,108126.19854118106
95ac0266-c2e3-4441-8ca5-0bf08e384c15,Conservative,63157.627856702355,94985.20417671552,127802.18018723758
b3531135-01fe-4721-b9c3-3cfa49c70402,Conservative,46905.43968628142,104314.79390450084,115282.22232286818
a54de3a4-3038-4288-8f21-cffd9e8fcdb7,Aggressive,46461.024816027784,92439.76082229256,125907.30301510762
aa628119-00fe-4038-97e3-5dc214371deb,Aggressive,57977.52298836147,66466.04362460836,105522.96837832227
c210f73b-ee0d-4ac9-ad34-07e8c77f390f,Conservative,28360.764160175422,51636.48833574392,122241.8703875356
6a195232-2a3a-44ec-ae6d-fbc00f775212,Balanced,24402.192146015863,85288.47275410505,94506.36304594396
469b3f7a-9b65-4e94-b1f1-6c1f77fd520b,Balanced,15055.389074288607,35704.25170112566,113999.2676767764
b3cd3322-965a-443e-b440-774d3d7af7d6,Conservative,29018.317124975223,31682.286230931215,35189.15800518751
6dd7fb33-b449-4230-aaea-590eb1ae5586,Balanced,16537.605191954626,65765.64179973613,109028.46976938003
d028f6c4-ab68-416a-8e04-e360a0bda5bc,Aggressive,86916.06897526301,100662.21600442454,121634.57462349877
71af5658-6a76-41b9-a4ab-dd4196e94777,Balanced,24793.846753198006,62924.33054017773,105882.57321213427
7d66fdf1-27d5-4b91-82f1-b6348c42bc5a,Conservative,42933.685291725786,58075.12126329804,118569.20933449431
186b4275-55e9-4f7a-abb9-cefc2dfd12a6,Balanced,75077.52230292297,127755.954264212,149933.20061064974
004db221-85da-482b-97e1-2063e3d2a7e4,Balanced,31957.71497524078,67874.9832886392,138589.37896447474
60146042-3087-4df3-b1a2-2696ff2c6f03,Conservative,81394.52851353155,82856.37367169726,102440.72509668102
b9998efb-3ecf-4af2-bfad-f9771178de8e,Conservative,43124.13782610536,85832.93563261945,89936.1511940829
3ef03aab-7f48-48b5-b05d-9e9af9cc2348,Balanced,70519.45036789442,83956.92411734932,90163.77718616124
8f788913-0abb-4774-839d-dfa8e1f53909,Conservative,58021.14575393687,70334.35766816154,145857.82244136045
a68108ee-d48a-41e7-bfa7-e4b10264c01f,Aggressive,30582.720695076147,74120.65311939507,81620.97635467708
536b6a7f-07f0-4c16-872b-8dae2d2dcdfb,Aggressive,18143.755724748557,81895.82414709903,82720.02420461772
fc6c4749-429a-4675-b6d4-078761cbe331,Balanced,55525.944881264695,109810.31365111526,145538.43796506943
9c1244cd-9467-4c02-9a4f-0df5157c0048,Conservative,83815.23075575379,113092.08285947212,136384.6139400772
0bcdcd7d-b2a8-4019-b253-52f72d12f3aa,Conservative,49616.47989268178,78423.28021918675,148432.6336163815
742736a0-4881-478e-80de-31cd0e0923ce,Conservative,58774.77424720902,126847.46113947635,147375.3220227546
1dde6328-df51-46f6-9e12-246a74844ed3,Conservative,123262.75320608441,124600.86009282,126970.82212852305
13aa032c-6776-4ea6-b841-f1bcbb29ebc6,Balanced,25117.44171429707,29887.358317336526,66773.71830651978
2672e7f0-8afd-446a-ac43-19cb3998aa96,Conservative,108640.7034982325,144907.53812058253,146638.75664852705
d1889ccb-7830-4945-98de-14f88c1d5440,Balanced,27411.621349313085,72910.94739686348,107600.44479560964
79efd283-640f-4d52-8eab-2c4d83462f60,Conservative,31477.25855597766,40560.05672210452,121019.77830373583
26fecb45-4c59-4a34-acdc-0e93eb9ee45d,Balanced,86873.82277563325,136323.5622632917,149688.98951926382
b41525eb-cd18-491e-a26d-de184b58ef6b,Balanced,20378.277263138058,85295.01057534783,126920.07799025343
eb794c0f-f157-451b-9b40-4f824d255cd6,Balanced,98818.01532016817,99817.72697380383,114104.44241895211
ccfe58fe-33ee-4f8e-9c4e-818669d429fd,Balanced,44315.970021293775,106539.78916345876,107413.49845922874
130aa78e-7d13-40b0-a529-05b45bbac47a,Balanced,16043.586090947112,36617.31242492643,72120.31318443114
607e0b5f-82f1-4831-bc7f-cee8cddf7418,Conservative,18914.02057486228,29895.194466402398,119048.3630663864
4e72a051-dcea-4edc-96d7-ff12f74247c7,Conservative,15543.412645286051,40218.1135410798,69222.09892362566
5b1b8e82-d74e-464d-bd51-987d86a3dd19,Balanced,43357.144224206204,50719.78969377843,120828.78539428403
d68920f0-77b8-49dd-a990-8f8201fd2e7f,Balanced,58616.980884764555,64361.69196506853,141075.61415023156
554381a6-4245-4225-b54b-caff4d839076,Balanced,31876.460712128894,34442.748336979435,63971.946762158834
d2ba9f9c-7886-4314-8b3a-908b84def1cb,Aggressive,16730.475017855148,122552.29221985857,143337.15933800285
98b8d3b6-6ec7-4055-a013-48c3699378a6,Conservative,35997.912352565785,142816.61985789647,145097.7674041479
3e96b177-66b7-4658-967a-f937d01d8844,Conservative,20749.77878599227,110291.3782209946,145846.8596310597
b61dfb30-5e9d-4c7b-baa1-a182b9420e71,Conservative,60749.05464357102,75051.94977572447,129498.39905592905
f09fa174-5657-4173-be47-678774398e13,Balanced,23749.326463271438,61193.352662723424,101148.83094628826
86ad46bc-d37c-4451-b7db-1109f7f2e6b9,Aggressive,25359.834355609593,51993.333695195586,139299.6213185626
e55576bb-c08f-4fbd-a933-4e45b34e4e53,Balanced,99963.94612246586,121375.98610011561,123324.37553246826
cfb1ba49-1de7-473f-83f1-521756ae109e,Conservative,19841.423791378904,35099.772354208515,109418.60950788159
d8cdf07d-7c70-456f-8c3b-510621e8358c,Aggressive,43964.818031776784,85125.44460466597,105219.06712858939
27e17a1c-2191-45a4-a328-dcb1908de1dc,Conservative,39762.701107681605,105954.21521123794,118256.36827030405
a87563e8-43dc-448d-9ba8-037934f1019d,Balanced,107304.2085058926,142849.23858466273,145411.63297722675
a2da5843-2191-49db-88ba-b232fa6a533b,Conservative,101964.04217286594,108725.76555845283,149982.64416700805
78379ca7-5211-4e48-ab6d-48af359d7a40,Balanced,16413.257397727855,59970.735314975784,101763.49809145449
7af1ce3f-1db9-4bd6-9cd4-400b0b909cbd,Balanced,88661.88847378231,132264.68083973677,134169.47326260305
0dc30a9c-440f-426a-a08b-c10593b6f9f1,Balanced,54332.5746377926,76697.07485178503,123091.45382357019
9c6263fc-4ef9-42a3-9693-a6b3cd953ecc,Aggressive,93163.50365982317,94348.65099696988,96318.94330599713
44979478-9b6c-443e-a034-0690551127ed,Balanced,30889.91340714479,131685.72214276087,142764.38137798355
62a7a56e-da49-41b4-8b28-7cf179e4ad46,Balanced,78620.12846903401,105164.06169768385,114097.70908457703
cb113975-5b74-4f51-a598-145d0630a68b,Balanced,22575.049600164926,33491.55763109373,90809.12482838858
dee403d9-fee4-4abb-aa0d-d37be72f95fb,Aggressive,62238.08060969563,80454.2352439861,81766.62931264922
9226f829-1633-47ff-8d87-3c1b7bbc39c5,Balanced,15130.269848881138,101239.06221569108,133283.20632199626
67cf8ea8-a9a2-4dfe-a30f-4857e9dbbdfc,Balanced,40288.0136597579,94709.03290515351,100561.4068524844
3f63ac11-1fb4-4671-a153-fc3e259cd1f1,Balanced,23019.401475254082,64318.141027253856,104934.74993482966
c49304fc-28c1-42d7-99dc-e12607e84f11,Balanced,78405.83515186426,91962.63189442386,111982.71609648796
f49424a9-cd58-4497-8208-8176cb2cce31,Balanced,33256.77569179906,48220.61166854927,143639.82773945606
7b6c6cf7-55ce-4941-9ba2-dae5010763f3,Balanced,58559.41947714098,73053.18429157633,79730.10750457921
78bb059a-0151-4ccb-a3dd-d85d653df555,Conservative,52119.47990358194,103197.55534383479,141628.45124247757
60f46148-af91-4dd2-9545-12a50bbf0aa9,Balanced,63826.51447939105,93300.8876725693,105828.03755490467
910ecd71-0a39-4e99-9425-fbda1749c3c3,Balanced,23969.620295416542,133258.2897805004,141774.34093364424
8afaca87-844f-4628-8220-d26aef8a2ef4,Conservative,99155.05262982112,121773.87603754742,141463.69800523383
69247e78-b309-4e8d-97a8-5919f9e4c694,Aggressive,46155.82953934615,84840.15729473185,125686.55804790185
2f976efe-3648-441b-a7c9-528325235f6a,Balanced,17960.068021504638,34128.81383013129,76145.93752741616
242d265e-f85e-43e8-a5e0-d870d7b728fb,Balanced,24164.436101869334,54920.95398021961,67060.85465678445
bcac6260-5506-41ea-9491-684e6d8289f2,Balanced,37426.90712385012,52691.55330613825,90479.56927935976
8d5ce979-d421-4354-916c-6880cbbde881,Conservative,66024.96722960638,95848.53519592945,138603.37420045352
6024cb8f-28cb-4b64-9e07-4956f22ea2e3,Conservative,47600.2098880089,110306.72964186192,136065.04577734665
7e496f6f-0596-4c2e-b0f1-0fbf4b8a02c5,Balanced,25727.0261782709,88581.53350740379,99643.43394478117
a1a1c8e0-c411-4057-a211-f72614d0857e,Aggressive,52821.03109788666,73103.29690347397,84841.1988408066
827d65a6-5afd-4918-a617-bd59039f0b86,Balanced,52827.38706375419,70085.80484043971,119080.0083055259
f774ea77-48bc-4f62-a9cc-2fcdfb0f8958,Conservative,17780.679341971874,20543.200530752096,106892.68207770189
f626f157-d3c0-4af5-b004-1bca16abd087,Balanced,42736.92580009958,108409.86182564731,112207.40815469179
a9928f8b-7043-470c-8795-1eb30281f1a5,Balanced,79592.66489195239,80143.22008471115,87144.5712217449
a2d5818c-c166-450e-abb9-7f04edde1b48,Conservative,44749.89179455627,84841.8702940152,101833.75540802756
f3150add-fd13-46e9-a790-34f1f22fe45a,Aggressive,82022.21859080569,114037.67438227507,146099.0054385365
8ca8c172-d16a-40ad-9ebb-4f9b02977a9e,Balanced,45176.28840260668,47378.842598787676,98400.26018678022
b77860c9-fe2a-445d-965c-67530074bcc1,Aggressive,43333.139720092724,46455.66797697544,124480.76079345535
7494e3d3-2d9b-4175-8839-c82133a2ca05,Balanced,44377.56402863305,44700.02034640977,96522.67466867364
baf1a1fd-995a-4759-b06c-325fe027a59b,Aggressive,30616.05242051676,95154.59573516621,128185.58255641825
97a45f5e-5b6d-499c-b265-4e54a5665e86,Balanced,53788.92891979599,93481.38650486532,141195.40682663675
32cd4365-531b-4dad-90b9-3d631a92b708,Balanced,23841.131029362958,65653.78353595582,104462.73890438402
4e8e8940-c934-4973-91fe-e9e7d7fe936a,Balanced,25636.13824246911,113540.99170254185,134293.20074203803
5283d2ef-c9da-472a-95bf-5d3dcf72314e,Balanced,23353.828518236885,53820.541287244356,76348.70698759591
22c62bd2-d441-4d4c-81b4-652c500cad2c,Aggressive,27695.950256848228,34085.632506643684,103512.8890799905
b3b3a7bb-8606-4b29-8e30-0ee4b7088088,Balanced,44182.25749177467,90982.11690624223,118543.06256309756
91236b63-e615-4bef-b5ca-be166daa79f3,Aggressive,62190.34518898884,80857.51882095885,141490.80830857123
0d04d9fb-6ae4-4e22-99ae-40eb19438e3a,Balanced,37536.18837387387,43224.33962753306,51725.218638510916
65b96bc7-4ba8-4647-a589-fc981d73c722,Conservative,58644.4336098896,70750.49002322639,135872.50207365537
9b985b4a-460c-4ac6-9789-e4c4ef1e56e7,Aggressive,65497.22176054245,82230.03237809561,98112.73626913122
8e09a8e6-116c-4e62-8a88-af89911822cf,Aggressive,33132.1604701902,35461.30963070322,107512.55086241309
ea2ed1bf-f8eb-406f-9dbb-ba5dad6eea41,Balanced,90986.10101044441,97239.81241793382,131514.09910940926
8f24705f-e67b-46b5-be77-a16a3d62b156,Conservative,114471.71793072912,127337.44986139536,129705.09834557794
6c84e2c1-3533-464b-be6f-63043899474f,Aggressive,42011.08895374139,50542.23646723691,96118.11043286027
f30e27a4-46a0-4823-ae32-c14ad5c29f0f,Balanced,23982.59772100235,76728.37493094374,101227.78814858754
ae004fb8-e531-42d5-b0d2-5fac716d7ed9,Balanced,59188.64601892011,61783.87961883904,118005.66630155931
d01467d4-bb41-41ba-96bf-62efeff0873d,Aggressive,57966.99343390717,80189.88567140425,137733.10020017409
272b4949-9f38-41f2-b03c-d3616bd775cf,Aggressive,59801.58740850372,60846.86592326405,135826.7221445724
16d89b2e-61b8-4d3e-84b5-4531f0f56c72,Conservative,24100.778300082136,49441.33048256684,145407.18488333563
a292a55b-02fe-462b-b775-dd8e4428afaf,Balanced,45078.77867496011,129235.83583894846,136939.79508098346
1f349572-8687-4e12-9877-67d9ff1aed5f,Conservative,25555.872363378017,58042.71460543445,104925.62464474975
5febe90d-24de-4e7a-83bd-386e98136262,Conservative,16262.605739074468,49788.53203382509,102198.80879610004
d1c86f03-abc9-4630-b962-58687fcd13e3,Aggressive,38613.56168685615,61990.84431450327,87190.50170947346
ebe8e46a-b02a-451c-89a9-b2c311f5846f,Balanced,26390.025987213667,50075.20835221015,74214.11145957035
207d5ef1-1cc6-4a09-9164-e43a347b17a0,Aggressive,28628.454947247006,101958.8154542212,123357.31251803074
dbd7dc94-fd62-4876-bf4b-3e6a30aa30d9,Aggressive,15372.552548212934,52222.50387729615,91970.40012022732
c8ace516-db0a-4b94-a6bf-24940cfd7c9c,Aggressive,18965.282589348742,49355.1442446029,59368.46012538542
cd9c04ce-ad2a-4471-a149-8edc3c62c6ef,Conservative,40988.30097475556,91269.71934715232,110599.55941729737
af8c0c6e-055d-42e9-8ced-95ad0e27e44a,Balanced,120919.31007421577,128711.65623049841,147742.27194989275
302a021e-799f-4b9b-b92e-ddc905a627aa,Balanced,20949.098269957205,44594.54568617848,52827.20878352267
67bad568-db07-40e7-896c-b69482079607,Aggressive,26584.522589429875,97751.84886515769,117815.28469998331
fa73ccae-b17a-4abd-8477-7cac69b2a432,Balanced,104775.1338657738,131102.30445149937,139489.8310748392
e106aa0d-7e06-4d4b-8837-5e77d40358a5,Conservative,41599.59862476097,66377.97977139844,136717.35758542348
6bd11773-ffa5-4827-ba07-bf4f4c589f05,Balanced,46342.843982692226,61653.94703935655,105662.49854687757
274b4780-22aa-42dc-b24e-251429a7c58e,Balanced,26167.887177570214,49250.250272647274,145089.05242122285
4155cd18-6ce2-4537-bbcc-3d5ae9ec554c,Balanced,37006.73470500953,57776.54210512365,94911.87548205332
94bc64c6-72b2-4828-9285-ac8ff0e29e0a,Balanced,61922.81417218665,102509.1327136237,130161.61469734619
6fee9675-be7a-42db-a8bc-2ead0d779e41,Balanced,50277.30786306902,61208.204025251616,86074.51621155569
c1148f03-4dab-4111-a1e3-008eaa0721b0,Balanced,52893.36870323275,83223.02983156865,132370.5901238416
c7febf3b-b375-4fb9-bb20-98bc2d6fa25d,Aggressive,26950.772838180674,102795.10735235011,119968.8265928001
9476784a-80dd-4c30-a2c9-66412be9dc5d,Aggressive,17992.214052881183,48389.98219375308,142925.62216582953
1d34bc84-8b5d-4497-b3e3-55ce49b49004,Conservative,21602.69181367587,41059.35776573222,70207.30859992816
f670ea1f-e298-4de3-bd77-6de1c0d3db03,Aggressive,34162.55815905446,35252.63875716861,148580.60321775769
1363383b-9f15-4384-8fe6-2619e83d9c53,Balanced,33049.23571075258,69355.27735494194,139519.48550972558
574b4756-7d5b-441f-978e-5a3b51ae6b16,Balanced,123032.63531269564,144327.49329458797,148780.72546517773
5cb1e32f-98d8-4de3-a1da-45389c009b38,Balanced,15080.29233575875,42204.317575515226,145090.25413077802
a0e1e28e-65f4-410c-be67-5b1e6cf36b95,Balanced,45882.26641552741,87741.42935856679,127947.43857712837
b7e30417-92c6-46d1-ad6c-e2d2422ea2c0,Balanced,19912.12166694301,32540.010014460717,109059.8937906
dadc4da0-0802-4e13-af09-17e98230bc2e,Aggressive,27243.6122661002,93507.43550144511,121101.4285056758
12503edf-9118-491f-9b1f-0b91e5261c28,Aggressive,25342.76864867218,52516.19409675163,105502.45151950992
d945e57e-e281-4bd7-8f1d-635c10b25b92,Balanced,100704.44411559208,107163.06617798223,147089.51213211712
c3cfff5a-dabb-4e14-9cf6-2b372c60384b,Balanced,73228.72690815595,84599.60587873933,120613.34392054919
4be5ec89-48b2-4813-a792-0833b4b6703c,Balanced,65221.89796072519,114241.90316692785,139123.8844925273
87dd2924-8256-4ae7-8044-b567136f0026,Balanced,74166.89092981337,79378.74801906262,118163.08859837013
24bbaae1-4385-4bc9-a28b-b8f609bc7763,Conservative,43649.55629519033,66573.91377606144,135650.07998235623
c98f667b-705b-4be9-b404-ed34a192745b,Balanced,61958.72831124172,81105.17860524822,98032.27164730483
c39919c3-83fa-46ac-8819-1eb6143b6ca6,Aggressive,39925.83519688471,80885.57001904958,96812.26815349468
cafed08d-f8ea-4668-92f4-e29d560b3d44,Conservative,21834.94913670634,76999.8923802297,94330.92948290818
2b6941c1-6d61-4c8c-94ec-a6b98986a943,Conservative,20473.77367254461,77250.54702881185,90126.32651206452
8c425084-3425-4ddd-9845-8791375b6d44,Balanced,18238.862416433367,67044.88125717641,117681.0274382948
d30ef3e1-80a5-43f7-b27e-d31ee7e77574,Balanced,31265.27050707531,89181.44598044979,90907.97650792258
7e56b55f-895e-405c-965b-5ddc1fb06a6c,Balanced,16104.125444012276,43027.91235700378,143951.18733921542
48cc1883-8053-4e95-8774-8ca79862cd6d,Balanced,26630.837618433237,123468.56350298665,135996.349000527
2d003214-c2f1-4e7d-abbd-a80e1c2b4736,Balanced,46948.968840023736,49673.42643128638,149455.31601581973
5788a35c-be76-443e-9239-0cd80760a11c,Conservative,40060.216273902915,45011.13729164269,51905.89176802783
e979168e-2718-44a6-af30-3aeffd915c44,Balanced,54567.78809495309,61785.21422616737,89058.50534895722
5cbca3cf-d9ad-4e72-a04f-1fa2df0866ff,Conservative,35178.51199075817,58196.285139434905,82376.43335880143
38f3f1de-14a8-46cd-b07c-c77b1baff3f7,Conservative,26727.607464335255,74262.86212607409,89570.57113561472
90d55b26-89c5-4284-8697-90bf644b917d,Balanced,48717.042756854775,66552.02438031921,148045.77426061803
f350e07b-777c-4c12-8230-f66206e13500,Conservative,80581.30010406523,89832.92506218918,90786.40775299685
47bb0f1a-e292-4929-ad2d-92d070bdd2cc,Conservative,20279.874757988706,21954.051438081275,54287.22999932792
ec92572f-f6e8-4903-b78f-def286ebb0b9,Aggressive,28746.574926677895,105260.07295429234,138564.79805864452
74ac49b2-c176-42e7-80ff-d39b1ecfae84,Balanced,71681.15751357208,96364.64514373762,99945.62862886152
21c88b0d-a027-4637-a90f-b71d82a68491,Balanced,26114.19354218632,35911.35308737031,137589.3209919132
268755fa-a727-4878-aba9-301af7a1692a,Balanced,51621.23243821475,72731.53235875929,140656.24372614775
02d18fec-d564-4b76-a074-d0743227dd49,Conservative,25343.238734151346,69381.92167537849,143745.12860417084
520704c3-733a-4387-a1fc-8e63b28daf34,Balanced,40554.6864986959,101888.72575269983,102265.7722326409
0bed6eb0-fe20-49fd-8aaa-cae0323d5925,Balanced,37405.12541104386,103508.6642834064,124201.67557564146
8b59d3ee-04d6-4321-ab0b-557c6fb541b2,Balanced,84703.40891809519,111078.89921722053,130314.66413767768
157e3b41-b5f8-4d54-8972-959bfa869759,Aggressive,65430.93955035624,89757.39348840577,94314.69456420453
523375ab-2e84-40e0-bdb8-cc2355a24d61,Balanced,72081.09971153588,86905.93718830003,114966.11874478127
11b631f7-2d9b-4592-a444-73d2a32c4df3,Aggressive,74950.70421245691,75905.80587792447,81410.87902227763
9f998981-91be-4f03-bb19-bdf42872619a,Conservative,16382.591833726488,50868.576789851126,129284.3244711918
bc351253-9712-4416-bfee-a7a819b84336,Balanced,45359.74630673994,60244.20583717815,144997.33082586166
04c5c3af-d628-414c-9048-1173e90d0924,Balanced,27244.891086642176,62102.031897093795,132032.78624644625
5e7387b1-a09d-4d58-8875-891f38cafcbe,Conservative,36352.07903665372,41430.16453170478,103960.58750841576
f25fcab5-591e-42c5-aaca-bcf54d39c0b7,Balanced,26296.038888882467,80670.95708438271,123646.96661732998
d3a1d893-9e5c-4df2-82c5-0fcc9ecc82ed,Balanced,31593.044653535886,31883.480662368733,48113.45599329252
0d30c2c4-cac3-45ca-91c6-34130043e064,Balanced,39556.513086514344,62676.07130003505,75731.54103842485
66750533-c96c-42a1-9670-e61779057ced,Balanced,38004.603443385146,64568.16209590523,132504.4626701412
33f9b290-0bed-4174-9cba-102480c10340,Conservative,73639.57286031931,74833.97020984848,95540.29161675397
1134a1eb-bf97-4c99-a593-4b3a2e62fbd2,Balanced,55745.052804599894,78028.2523880298,143125.25969592688
67470f01-a0aa-4c81-afcd-e53e880ad361,Balanced,69387.43477654016,82521.02513257824,137136.22223703374
e7d2ac41-fd7f-4ac0-9a28-891204a805d8,Balanced,43608.207207311156,58083.73016449359,68122.0924467352
140e87ee-454b-44c1-bc44-31367c5ead64,Aggressive,95995.46648754626,104994.68824849438,147859.47607128375
cd3739f3-e47d-4ed1-8478-4029ee9fb51c,Balanced,26870.97826653035,43972.095034094746,136236.14083865436
407f87ee-7b1a-4ce8-80cf-328dd274e606,Conservative,39642.90705143339,144474.1866912008,149621.06029665007
9dd911a3-d244-45a3-a87f-dd10f3cea282,Conservative,50131.87681821316,58774.73141059175,146141.52085156916
05a0dde4-ecaf-49aa-b523-9877a590733d,Conservative,19776.15143627973,80920.74073996887,131338.8331176921
5837361a-40cf-4ea4-a31d-013fd155fd29,Balanced,61289.81518885587,82853.1284354733,139097.33469092654
6a55b488-e4db-4523-b1e1-4b7082fb5e26,Conservative,34950.28269063373,48164.2426381286,105053.03875343325
4b0699a7-8e75-4004-9c37-d9f523851ebd,Balanced,48533.214192312764,80543.81716556365,137580.70065290265
8bdd6cb4-1d6b-42c8-9c93-498b0afcc9a7,Conservative,38873.85286096752,56552.8776654533,86954.42196948666
d2734937-ece2-47d0-8882-9d971c3d44a6,Conservative,27756.191440757157,88479.86211252953,110890.03085340776
ae860343-e95d-438f-b1f0-901c98f83c51,Balanced,45333.63439764746,59286.4363493439,129062.43986943725
af812407-303d-41ae-b0b0-d8514009002e,Conservative,27405.317841518685,39910.14312077149,88032.49906954491
d77b26c2-050b-45b4-bcad-f339a6cd9a05,Aggressive,24088.195355950265,70401.47079844179,100024.84460276438
32827990-c5df-47b8-8a88-545121b9cbf4,Aggressive,25247.262737661007,40918.613368622566,149952.6871359719
4097f041-d647-4cba-9e24-3551a52bb7fb,Balanced,69911.02444199397,103994.73567727063,113226.11140994176
b7c7af22-a6ea-4199-b809-7bf016f9ae59,Aggressive,88644.04504611548,97200.35882454799,143955.2670402712
8192be39-58dd-4d1b-b699-6b805b591f6c,Balanced,40933.33578161797,83775.70332002726,108902.03578021671
be9a0156-2828-4942-8fcc-90e5722ef23d,Balanced,45091.811764511614,98345.5100290816,146901.58210178418
199e5113-e4d3-4058-a789-58011ce17874,Balanced,78566.3873071347,94777.07573153579,134294.84447996833
113a7d07-3f54-456e-b13e-ee791ab92c39,Aggressive,20856.40843565825,79393.72731205745,147115.29441302296
dc30c3d4-93ec-4180-b479-0c1dfcdd9862,Balanced,36895.38079636057,73964.91527637091,139802.03703049355
5bb11b89-ddf8-424d-aa59-7e8336f6cb9e,Balanced,97338.57511271797,127999.65003907405,129296.35775642704
348df819-4d85-42ad-a995-c8fb204a9cca,Balanced,22936.436625165217,30904.088705778122,79487.43589389454
abd36c62-8af5-4a75-ac8c-aebb6cff3ae7,Conservative,78791.83739457023,109049.80329179968,148055.82951824606
a42726f7-4027-4263-9f9d-eae5ec44faef,Balanced,15820.048644015376,16885.741038750748,35785.49585671552
cd9b9a87-d08c-4201-bc5e-7175f2d9df65,Conservative,59815.999645984724,113278.5818401108,145821.51843054674
7fb8754e-2ae7-4850-bee0-63e29a47ac87,Balanced,50411.50365054529,51222.67927322917,82608.45175254469
24092c8f-41f6-404c-b29f-5ddff62a18e2,Balanced,23746.682506036297,53276.141970822675,55165.57231295392
f8fb9460-0ae2-41f0-88dc-7d31993861e0,Balanced,46428.76684559641,57254.695459438524,138631.5351822707
8cba2078-c491-4329-a49a-bf0a3fccbc16,Conservative,50408.40727582455,78913.6173941025,79508.035022669
05c9b421-86bb-409e-9fa3-d2a4eafe32d7,Balanced,73936.51135086562,95085.92326767129,102974.08704013699
4701b014-98c6-4b9a-87c6-3431ed54fd26,Balanced,30454.407401298995,45098.120312861975,110391.68744794738
c5f20ab5-a9c8-401d-8a8d-52f478ed1922,Balanced,50246.318315815275,56594.663306676,128838.88517837705
591c8ca6-e2d4-4b4c-a70f-8ef8f7e9bfbf,Balanced,18765.323731284843,89968.30436220237,129947.61302241258
f71e03d3-9e8e-48c8-8579-9f8f29c55649,Balanced,19776.857429778716,72478.24487123461,138112.5556448276
970c1483-c694-4eb3-aa47-c566eb31d23b,Balanced,30651.85546639671,32786.71299480333,89463.91597634055
8c2aa4f8-6ade-4c38-aba3-fbae6dac9ae2,Balanced,29399.926285145506,55242.92049485357,94054.82516486994
